Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use_Chip,Exp_Type,Interest_Earned,Delinquent_Acc,Total_Revenue
709015833,Silver,395,1,66,15/01/23,Week-3,Q1,2023,34516,0,12920,132,0,Chip ,Fuel,3488.4,0,3883.4
709017258,Blue,470,1,124,15/01/23,Week-3,Q1,2023,2114,0,2872,45,0,Chip ,Entertainment,430.8,0,900.8
709019283,Blue,250,1,110,15/01/23,Week-3,Q1,2023,5660,2210,7867,100,0.39,Swipe ,Bills,550.69,0,3010.69
709022883,Blue,440,1,113,15/01/23,Week-3,Q1,2023,1438.3,0,4257,89,0,Swipe ,Grocery,255.42,0,695.42
709025583,Blue,295,1,98,15/01/23,Week-3,Q1,2023,9355,715,1138,38,0.076,Swipe ,Fuel,68.28,0,1078.28
709028208,Blue,320,0,161,15/01/23,Week-3,Q1,2023,24221,1274,3361,63,0.053,Swipe ,Bills,436.93,0,2030.93
709029408,Blue,270,1,83,15/01/23,Week-3,Q1,2023,8923,2517,1589,24,0.282,Swipe ,Bills,429.03,0,3216.03
709035708,Blue,495,1,126,15/01/23,Week-3,Q1,2023,1841,1246,1819,35,0.677,Swipe ,Fuel,109.14,0,1850.14
709039533,Blue,270,1,93,15/01/23,Week-3,Q1,2023,5544,1095,3829,55,0.198,Chip ,Fuel,689.22,0,2054.22
709040508,Blue,100,1,89,15/01/23,Week-3,Q1,2023,19802,1961,2244,58,0.099,Swipe ,Bills,291.72,0,2352.72
709042908,Blue,95,1,119,15/01/23,Week-3,Q1,2023,1438.3,0,2207,68,0,Swipe ,Bills,154.49,0,249.49
709044183,Blue,250,0,93,15/01/23,Week-3,Q1,2023,24987,824,3995,64,0.033,Swipe ,Bills,998.75,0,2072.75
709045683,Blue,220,1,75,15/01/23,Week-3,Q1,2023,3549,0,3921,63,0,Chip ,Bills,666.57,0,886.57
709046958,Silver,250,0,91,15/01/23,Week-3,Q1,2023,30379,2175,9059,100,0.072,Swipe ,Food,543.54,0,2968.54
709051533,Blue,110,0,120,15/01/23,Week-3,Q1,2023,2933,1569,4956,92,0.535,Chip ,Fuel,842.52,0,2521.52
709052883,Blue,420,0,78,15/01/23,Week-3,Q1,2023,1596,0,5678,81,0,Swipe ,Fuel,1533.06,0,1953.06
709054083,Blue,440,0,112,15/01/23,Week-3,Q1,2023,2652,1911,4816,79,0.721,Swipe ,Food,385.28,0,2736.28
709056558,Blue,300,0,92,15/01/23,Week-3,Q1,2023,2800,2517,1994,41,0.899,Swipe ,Bills,458.62,0,3275.62
709058808,Blue,485,1,119,15/01/23,Week-3,Q1,2023,2781,1035,1707,42,0.372,Swipe ,Bills,290.19,0,1810.19
709061658,Blue,475,1,120,15/01/23,Week-3,Q1,2023,1550,716,4534,87,0.462,Swipe ,Food,816.12,0,2007.12
709064208,Blue,225,1,98,15/01/23,Week-3,Q1,2023,1628,275,2219,49,0.169,Swipe ,Grocery,465.99,0,965.99
709065483,Blue,440,1,124,15/01/23,Week-3,Q1,2023,9243,2019,7841,82,0.218,Swipe ,Food,2117.07,0,4576.07
709066983,Platinum,345,1,150,15/01/23,Week-3,Q1,2023,34516,2353,15214,129,0.068,Chip ,Grocery,3042.8,0,5740.8
709068183,Blue,330,0,77,15/01/23,Week-3,Q1,2023,3096,0,4709,87,0,Swipe ,Food,282.54,0,612.54
709071408,Blue,370,1,109,15/01/23,Week-3,Q1,2023,2607,1702,4949,74,0.653,Swipe ,Entertainment,1286.74,0,3358.74
709074108,Blue,380,0,91,15/01/23,Week-3,Q1,2023,23032,840,2787,73,0.036,Online ,Bills,445.92,0,1665.92
709075533,Blue,200,0,66,15/01/23,Week-3,Q1,2023,12094,0,8607,90,0,Online ,Bills,2323.89,0,2523.89
709077933,Blue,420,1,109,15/01/23,Week-3,Q1,2023,5422,682,4460,62,0.126,Swipe ,Grocery,624.4,0,1726.4
709078908,Blue,340,0,76,15/01/23,Week-3,Q1,2023,2648,1539,4926,89,0.581,Swipe ,Food,788.16,0,2667.16
709079883,Blue,125,1,144,15/01/23,Week-3,Q1,2023,1663,1012,2729,38,0.609,Swipe ,Grocery,736.83,0,1873.83
709080783,Blue,385,1,88,15/01/23,Week-3,Q1,2023,1737,0,4723,78,0,Online ,Fuel,613.99,0,998.99
709081683,Blue,195,0,84,15/01/23,Week-3,Q1,2023,4599,1438,4208,69,0.313,Online ,Grocery,883.68,0,2516.68
709082808,Blue,200,1,92,15/01/23,Week-3,Q1,2023,2156,1198,5092,95,0.556,Online ,Entertainment,356.44,0,1754.44
709085358,Blue,200,1,47,15/01/23,Week-3,Q1,2023,2601,1817,2542,67,0.699,Swipe ,Entertainment,381.3,0,2398.3
709086933,Blue,195,0,81,15/01/23,Week-3,Q1,2023,3372,2517,4209,72,0.746,Chip ,Bills,631.35,0,3343.35
709087983,Blue,300,1,136,15/01/23,Week-3,Q1,2023,1438.3,0,5020,94,0,Swipe ,Fuel,702.8,0,1002.8
709094358,Platinum,175,0,141,15/01/23,Week-3,Q1,2023,8900,798,16737,88,0.09,Chip ,Travel,4518.99,0,5491.99
709096908,Blue,225,1,46,15/01/23,Week-3,Q1,2023,4698,984,1865,35,0.209,Swipe ,Bills,428.95,0,1637.95
709098108,Blue,365,0,112,15/01/23,Week-3,Q1,2023,2705,0,4749,80,0,Chip ,Fuel,1329.72,0,1694.72
709100283,Blue,385,1,81,15/01/23,Week-3,Q1,2023,5956,2517,2828,46,0.423,Swipe ,Grocery,565.6,0,3467.6
709101258,Blue,200,1,67,15/01/23,Week-3,Q1,2023,1478,524,2180,46,0.355,Chip ,Fuel,283.4,0,1007.4
709102458,Blue,425,0,73,15/01/23,Week-3,Q1,2023,4754,0,2607,41,0,Swipe ,Entertainment,156.42,0,581.42
709103358,Blue,125,1,120,15/01/23,Week-3,Q1,2023,9476,0,1128,27,0,Swipe ,Bills,270.72,0,395.72
709104333,Silver,150,1,80,15/01/23,Week-3,Q1,2023,34516,891,2687,64,0.026,Swipe ,Grocery,671.75,0,1712.75
709106358,Blue,150,0,89,15/01/23,Week-3,Q1,2023,4716,0,816,28,0,Swipe ,Bills,97.92,0,247.92
709108533,Blue,250,1,68,15/01/23,Week-3,Q1,2023,9959,2216,15139,90,0.223,Swipe ,Grocery,2725.02,0,5191.02
709110633,Blue,270,1,91,15/01/23,Week-3,Q1,2023,21684,1748,1329,24,0.081,Swipe ,Bills,172.77,0,2190.77
709112508,Blue,225,1,96,15/01/23,Week-3,Q1,2023,3802,1300,2165,36,0.342,Chip ,Entertainment,346.4,0,1871.4
709117533,Blue,110,1,94,15/01/23,Week-3,Q1,2023,21134,1508,1556,35,0.071,Swipe ,Bills,124.48,0,1742.48
709120008,Blue,480,0,79,15/01/23,Week-3,Q1,2023,6976,0,1217,39,0,Swipe ,Bills,158.21,0,638.21
709121283,Blue,495,1,106,15/01/23,Week-3,Q1,2023,1556,1278,1615,35,0.821,Swipe ,Fuel,258.4,0,2031.4
709122483,Blue,95,0,123,15/01/23,Week-3,Q1,2023,2783,1526,1909,54,0.548,Swipe ,Bills,439.07,0,2060.07
709123908,Blue,125,0,96,15/01/23,Week-3,Q1,2023,4287,0,4874,82,0,Swipe ,Food,1169.76,0,1294.76
709124883,Blue,250,1,112,15/01/23,Week-3,Q1,2023,2149,1796,5228,93,0.836,Chip ,Food,941.04,0,2987.04
709126833,Blue,150,0,105,15/01/23,Week-3,Q1,2023,21670,2183,4121,81,0.101,Swipe ,Grocery,453.31,0,2786.31
709127808,Blue,455,0,119,15/01/23,Week-3,Q1,2023,6243,1331,3502,57,0.213,Chip ,Food,770.44,0,2556.44
709131033,Blue,175,0,82,15/01/23,Week-3,Q1,2023,2025,1701,4056,71,0.84,Swipe ,Bills,486.72,0,2362.72
709134333,Blue,290,1,116,15/01/23,Week-3,Q1,2023,3136,2253,4674,67,0.718,Chip ,Grocery,420.66,0,2963.66
709137558,Blue,100,0,100,15/01/23,Week-3,Q1,2023,5395,2084,4689,69,0.386,Chip ,Bills,1172.25,0,3356.25
709140858,Blue,485,0,102,15/01/23,Week-3,Q1,2023,1727,996,5112,82,0.577,Swipe ,Fuel,306.72,0,1787.72
709141908,Gold,405,0,75,15/01/23,Week-3,Q1,2023,10301,2451,16359,111,0.238,Chip ,Travel,2617.44,0,5473.44
709143183,Blue,200,0,116,15/01/23,Week-3,Q1,2023,1822,1605,2538,39,0.881,Chip ,Bills,228.42,0,2033.42
709145958,Blue,250,1,135,15/01/23,Week-3,Q1,2023,2440,1002,1533,42,0.411,Swipe ,Entertainment,321.93,0,1573.93
709149408,Blue,455,0,76,15/01/23,Week-3,Q1,2023,5605,1322,2338,41,0.236,Swipe ,Bills,467.6,0,2244.6
709150608,Blue,420,0,105,15/01/23,Week-3,Q1,2023,2898,0,2632,64,0,Swipe ,Fuel,368.48,0,788.48
709153008,Blue,270,0,49,15/01/23,Week-3,Q1,2023,2523,2481,4683,76,0.983,Chip ,Bills,889.77,0,3640.77
709157133,Blue,270,0,75,15/01/23,Week-3,Q1,2023,3766,1049,1514,51,0.279,Swipe ,Entertainment,211.96,0,1530.96
709158333,Blue,250,1,85,15/01/23,Week-3,Q1,2023,2758,461,4244,96,0.167,Swipe ,Food,679.04,0,1390.04
709159308,Silver,275,1,69,15/01/23,Week-3,Q1,2023,6172,1212,16622,99,0.196,Chip ,Bills,3989.28,0,5476.28
709161108,Blue,405,0,108,15/01/23,Week-3,Q1,2023,2540,0,1531,31,0,Chip ,Bills,260.27,0,665.27
709163358,Gold,480,0,109,15/01/23,Week-3,Q1,2023,34516,2517,1727,35,0.073,Swipe ,Entertainment,138.16,0,3135.16
709164408,Blue,500,0,71,15/01/23,Week-3,Q1,2023,2218,1696,730,20,0.765,Swipe ,Bills,146,0,2342
709165533,Blue,375,0,61,15/01/23,Week-3,Q1,2023,6143,1151,4330,72,0.187,Chip ,Food,1255.7,0,2781.7
709166883,Blue,490,1,168,15/01/23,Week-3,Q1,2023,5363,0,4121,78,0,Chip ,Grocery,329.68,0,819.68
709169133,Blue,95,1,111,15/01/23,Week-3,Q1,2023,1438.3,0,3995,82,0,Chip ,Food,998.75,0,1093.75
709170108,Blue,140,1,86,15/01/23,Week-3,Q1,2023,2425,0,1522,36,0,Chip ,Bills,350.06,0,490.06
709171308,Blue,330,0,119,15/01/23,Week-3,Q1,2023,15795,1742,13173,96,0.11,Swipe ,Grocery,2898.06,0,4970.06
709173108,Blue,200,0,89,15/01/23,Week-3,Q1,2023,2532,2221,799,21,0.877,Online ,Bills,223.72,0,2644.72
709175208,Blue,190,1,77,15/01/23,Week-3,Q1,2023,2835,2292,4686,79,0.808,Swipe ,Entertainment,328.02,0,2810.02
709176108,Blue,415,0,88,15/01/23,Week-3,Q1,2023,4604,621,4586,79,0.135,Chip ,Fuel,779.62,0,1815.62
709178733,Blue,220,1,81,15/01/23,Week-3,Q1,2023,5527,1120,2281,37,0.203,Chip ,Food,182.48,0,1522.48
709179708,Blue,250,1,81,15/01/23,Week-3,Q1,2023,3099,0,3622,75,0,Online ,Grocery,543.3,0,793.3
709183683,Blue,195,1,66,15/01/23,Week-3,Q1,2023,5391,0,1971,56,0,Swipe ,Entertainment,177.39,0,372.39
709185108,Blue,400,1,135,15/01/23,Week-3,Q1,2023,5824,1542,1801,44,0.265,Swipe ,Bills,270.15,0,2212.15
709186983,Blue,440,0,96,15/01/23,Week-3,Q1,2023,8714,2252,1536,38,0.258,Swipe ,Bills,184.32,0,2876.32
709188108,Silver,250,1,98,15/01/23,Week-3,Q1,2023,34516,1529,13940,105,0.044,Chip ,Travel,3485,0,5264
709192233,Blue,465,1,72,15/01/23,Week-3,Q1,2023,1773,0,1764,30,0,Swipe ,Fuel,211.68,0,676.68
709198158,Blue,250,0,99,15/01/23,Week-3,Q1,2023,3125,1928,1631,46,0.617,Swipe ,Bills,391.44,0,2569.44
709199358,Blue,410,0,100,15/01/23,Week-3,Q1,2023,3316,0,1684,19,0,Chip ,Grocery,134.72,0,544.72
709200633,Blue,465,1,95,15/01/23,Week-3,Q1,2023,2721,0,5443,73,0,Swipe ,Bills,707.59,0,1172.59
709204158,Blue,125,0,76,15/01/23,Week-3,Q1,2023,3438,1129,2331,56,0.328,Swipe ,Bills,559.44,0,1813.44
709206333,Blue,300,0,99,15/01/23,Week-3,Q1,2023,4333,0,1558,40,0,Swipe ,Grocery,171.38,0,471.38
709207458,Blue,485,0,87,15/01/23,Week-3,Q1,2023,10747,1603,1340,25,0.149,Swipe ,Fuel,147.4,0,2235.4
709208808,Blue,435,1,108,15/01/23,Week-3,Q1,2023,2178,1731,4275,71,0.795,Swipe ,Fuel,427.5,0,2593.5
709210833,Blue,300,1,103,15/01/23,Week-3,Q1,2023,9074,1648,14084,110,0.182,Online ,Fuel,1549.24,0,3497.24
709212183,Blue,340,1,111,15/01/23,Week-3,Q1,2023,3176,1470,1634,53,0.463,Swipe ,Food,310.46,0,2120.46
709213458,Blue,125,0,72,15/01/23,Week-3,Q1,2023,22993,0,7867,75,0,Swipe ,Food,629.36,0,754.36
709214358,Blue,340,0,91,15/01/23,Week-3,Q1,2023,2420,1422,1362,24,0.588,Swipe ,Entertainment,136.2,0,1898.2
709215708,Blue,270,1,90,15/01/23,Week-3,Q1,2023,18253,2517,3737,73,0.138,Swipe ,Bills,859.51,0,3646.51
709216533,Blue,250,1,126,15/01/23,Week-3,Q1,2023,2803,778,3142,64,0.278,Swipe ,Grocery,439.88,0,1467.88
709217358,Blue,125,0,83,15/01/23,Week-3,Q1,2023,20371,1832,1665,45,0.09,Swipe ,Entertainment,399.6,0,2356.6
709219533,Blue,245,1,165,15/01/23,Week-3,Q1,2023,2480,1351,1359,36,0.545,Swipe ,Bills,176.67,0,1772.67
709220583,Blue,140,1,116,15/01/23,Week-3,Q1,2023,4670,0,2256,56,0,Swipe ,Entertainment,564,0,704
709222008,Blue,355,0,118,15/01/23,Week-3,Q1,2023,4742,2221,2422,41,0.468,Swipe ,Entertainment,169.54,0,2745.54
709224033,Blue,490,1,68,15/01/23,Week-3,Q1,2023,13720,0,1830,36,0,Swipe ,Grocery,347.7,0,837.7
709224858,Blue,245,1,78,15/01/23,Week-3,Q1,2023,3610,1629,1652,40,0.451,Swipe ,Travel,313.88,0,2187.88
709225758,Blue,100,1,119,15/01/23,Week-3,Q1,2023,7469,2474,8213,86,0.331,Swipe ,Fuel,903.43,0,3477.43
709227033,Blue,455,0,112,15/01/23,Week-3,Q1,2023,9065,1548,4030,73,0.171,Online ,Fuel,523.9,0,2526.9
709229358,Blue,125,0,128,15/01/23,Week-3,Q1,2023,2601,1604,4835,80,0.617,Swipe ,Fuel,1063.7,0,2792.7
709230708,Blue,290,1,111,15/01/23,Week-3,Q1,2023,3864,1654,1470,42,0.428,Swipe ,Grocery,88.2,0,2032.2
709231683,Blue,470,1,154,15/01/23,Week-3,Q1,2023,2024,901,4861,84,0.445,Swipe ,Grocery,1215.25,0,2586.25
709232808,Blue,370,0,143,15/01/23,Week-3,Q1,2023,1689,0,1588,37,0,Swipe ,Food,412.88,0,782.88
709235058,Silver,300,0,59,15/01/23,Week-3,Q1,2023,18956,1694,8032,88,0.089,Swipe ,Food,2248.96,0,4242.96
709236633,Blue,175,0,115,15/01/23,Week-3,Q1,2023,6608,2270,4033,58,0.344,Chip ,Entertainment,1169.57,0,3614.57
709238358,Blue,495,0,73,15/01/23,Week-3,Q1,2023,19387,810,7604,87,0.042,Swipe ,Fuel,1672.88,0,2977.88
709239483,Blue,250,0,111,15/01/23,Week-3,Q1,2023,2721,1527,4622,88,0.561,Chip ,Grocery,1340.38,0,3117.38
709243533,Blue,480,0,68,15/01/23,Week-3,Q1,2023,2555,1815,4552,75,0.71,Swipe ,Grocery,1046.96,0,3341.96
709245783,Blue,300,1,93,15/01/23,Week-3,Q1,2023,7751,1965,4543,90,0.254,Swipe ,Bills,999.46,0,3264.46
709246683,Blue,150,1,96,15/01/23,Week-3,Q1,2023,18457,2248,3603,69,0.122,Swipe ,Fuel,648.54,0,3046.54
709247808,Blue,290,0,88,15/01/23,Week-3,Q1,2023,3629,2517,14205,102,0.694,Online ,Food,2130.75,0,4937.75
709249083,Blue,300,1,160,15/01/23,Week-3,Q1,2023,4283,0,8672,64,0,Chip ,Travel,780.48,0,1080.48
709250508,Blue,445,0,139,15/01/23,Week-3,Q1,2023,6973,2517,4877,88,0.361,Swipe ,Grocery,877.86,0,3839.86
709253433,Blue,250,1,77,15/01/23,Week-3,Q1,2023,10946,1912,2448,58,0.175,Swipe ,Food,342.72,0,2504.72
709257708,Gold,335,1,81,15/01/23,Week-3,Q1,2023,3108,1978,14965,127,0.636,Swipe ,Fuel,3591.6,0,5904.6
709259958,Blue,375,0,97,15/01/23,Week-3,Q1,2023,5541,2517,9195,73,0.454,Swipe ,Fuel,2298.75,1,5190.75
709261383,Blue,435,1,119,15/01/23,Week-3,Q1,2023,1872,661,4970,81,0.353,Swipe ,Entertainment,347.9,1,1443.9
709265208,Blue,150,0,102,15/01/23,Week-3,Q1,2023,1438.3,780,4422,59,0.542,Chip ,Entertainment,1017.06,1,1947.06
709267308,Blue,250,1,83,22/01/23,Week-4,Q1,2023,2437,1400,1651,32,0.574,Swipe ,Entertainment,379.73,1,2029.73
709269708,Platinum,395,1,53,22/01/23,Week-4,Q1,2023,34516,1488,7281,95,0.043,Swipe ,Fuel,1529.01,1,3412.01
709272333,Blue,460,0,93,22/01/23,Week-4,Q1,2023,9899,2023,4579,73,0.204,Swipe ,Entertainment,1282.12,1,3765.12
709273383,Blue,325,1,87,22/01/23,Week-4,Q1,2023,8294,696,4136,77,0.084,Chip ,Fuel,703.12,1,1724.12
709274583,Blue,455,1,77,22/01/23,Week-4,Q1,2023,12248,1323,4806,91,0.108,Chip ,Food,1057.32,1,2835.32
709275558,Blue,175,0,132,22/01/23,Week-4,Q1,2023,7866,0,4238,55,0,Swipe ,Food,932.36,1,1107.36
709276908,Blue,445,0,144,22/01/23,Week-4,Q1,2023,1438.3,0,3990,75,0,Chip ,Bills,1157.1,1,1602.1
709278258,Blue,125,1,117,22/01/23,Week-4,Q1,2023,2902,2517,996,26,0.867,Swipe ,Bills,119.52,0,2761.52
709279608,Blue,415,1,126,22/01/23,Week-4,Q1,2023,9852,2277,3813,71,0.231,Swipe ,Fuel,381.3,0,3073.3
709283358,Blue,195,1,75,22/01/23,Week-4,Q1,2023,2895,0,2473,42,0,Chip ,Fuel,420.41,0,615.41
709284333,Blue,450,1,104,22/01/23,Week-4,Q1,2023,5260,1116,2546,62,0.212,Swipe ,Fuel,381.9,0,1947.9
709285683,Blue,320,1,127,22/01/23,Week-4,Q1,2023,1438.3,0,4509,74,0,Chip ,Grocery,586.17,0,906.17
709288383,Blue,300,0,86,22/01/23,Week-4,Q1,2023,29961,789,2337,69,0.026,Swipe ,Fuel,163.59,0,1252.59
709289358,Blue,360,1,96,22/01/23,Week-4,Q1,2023,8101,1266,3226,53,0.156,Swipe ,Bills,871.02,0,2497.02
709296558,Blue,175,1,95,22/01/23,Week-4,Q1,2023,18551,1434,5364,90,0.077,Swipe ,Bills,1072.8,0,2681.8
709297608,Blue,290,1,83,22/01/23,Week-4,Q1,2023,1438.3,0,1585,32,0,Swipe ,Bills,301.15,0,591.15
709300458,Blue,275,1,68,22/01/23,Week-4,Q1,2023,7199,1031,4041,73,0.143,Swipe ,Fuel,969.84,0,2275.84
709306983,Silver,420,0,107,22/01/23,Week-4,Q1,2023,10580,1023,4721,81,0.097,Chip ,Food,944.2,0,2387.2
709307808,Blue,285,0,106,22/01/23,Week-4,Q1,2023,4375,0,2507,53,0,Swipe ,Bills,626.75,0,911.75
709309308,Blue,175,1,50,22/01/23,Week-4,Q1,2023,27186,0,1704,34,0,Online ,Fuel,340.8,0,515.8
709310433,Blue,380,1,85,22/01/23,Week-4,Q1,2023,5441,812,4480,76,0.149,Chip ,Bills,1254.4,0,2446.4
709311633,Silver,150,0,103,22/01/23,Week-4,Q1,2023,27000,0,1209,39,0,Swipe ,Bills,145.08,0,295.08
709314408,Blue,285,0,73,22/01/23,Week-4,Q1,2023,4938,1593,4516,82,0.323,Swipe ,Fuel,1219.32,0,3097.32
709315383,Blue,365,0,113,22/01/23,Week-4,Q1,2023,26423,0,13575,108,0,Chip ,Entertainment,814.5,0,1179.5
709316433,Silver,410,0,91,22/01/23,Week-4,Q1,2023,33182,1997,1630,43,0.06,Swipe ,Bills,277.1,0,2684.1
709319658,Platinum,470,0,75,22/01/23,Week-4,Q1,2023,15987,0,7681,71,0,Swipe ,Bills,768.1,0,1238.1
709321908,Blue,330,1,80,22/01/23,Week-4,Q1,2023,7498,2319,1676,51,0.309,Swipe ,Bills,117.32,0,2766.32
709326183,Blue,450,1,100,22/01/23,Week-4,Q1,2023,5180,1211,3447,74,0.234,Swipe ,Bills,344.7,0,2005.7
709327383,Blue,400,0,107,22/01/23,Week-4,Q1,2023,14470,1157,1207,21,0.08,Swipe ,Travel,96.56,0,1653.56
709328733,Blue,300,1,81,22/01/23,Week-4,Q1,2023,9723,2459,1258,24,0.253,Swipe ,Bills,125.8,0,2884.8
709329558,Gold,125,0,111,22/01/23,Week-4,Q1,2023,15569,1554,4566,73,0.1,Swipe ,Entertainment,639.24,0,2318.24
709330383,Silver,345,0,88,22/01/23,Week-4,Q1,2023,12535,2049,3283,74,0.163,Swipe ,Entertainment,295.47,0,2689.47
709332408,Blue,270,0,88,22/01/23,Week-4,Q1,2023,6159,1640,13517,106,0.266,Chip ,Travel,2297.89,0,4207.89
709333608,Blue,295,0,110,22/01/23,Week-4,Q1,2023,2395,1345,4983,84,0.562,Chip ,Grocery,747.45,0,2387.45
709334658,Blue,270,1,140,22/01/23,Week-4,Q1,2023,5484,2517,2025,51,0.459,Swipe ,Bills,506.25,0,3293.25
709335558,Blue,295,1,120,22/01/23,Week-4,Q1,2023,7753,1643,3367,65,0.212,Online ,Bills,707.07,0,2645.07
709338633,Blue,125,0,48,22/01/23,Week-4,Q1,2023,2339,0,1542,45,0,Chip ,Bills,138.78,0,263.78
709339758,Blue,435,0,163,22/01/23,Week-4,Q1,2023,11926,1766,3778,84,0.148,Chip ,Entertainment,680.04,0,2881.04
709343433,Blue,200,1,115,22/01/23,Week-4,Q1,2023,2469,1826,3837,74,0.74,Chip ,Fuel,613.92,0,2639.92
709345008,Blue,460,1,85,22/01/23,Week-4,Q1,2023,1438.3,0,807,22,0,Swipe ,Bills,169.47,0,629.47
709346133,Blue,420,0,94,22/01/23,Week-4,Q1,2023,3025,2376,1277,23,0.785,Swipe ,Bills,89.39,0,2885.39
709350783,Blue,375,1,66,22/01/23,Week-4,Q1,2023,4847,1856,4712,76,0.383,Swipe ,Food,282.72,0,2513.72
709361058,Blue,325,0,66,22/01/23,Week-4,Q1,2023,7453,0,1691,47,0,Swipe ,Entertainment,304.38,0,629.38
709362033,Blue,270,1,113,22/01/23,Week-4,Q1,2023,1471,0,2253,48,0,Online ,Bills,653.37,0,923.37
709363383,Blue,415,1,82,22/01/23,Week-4,Q1,2023,22886,836,2652,61,0.037,Swipe ,Travel,689.52,0,1940.52
709364433,Blue,125,1,76,22/01/23,Week-4,Q1,2023,3399,2173,1571,34,0.639,Swipe ,Bills,424.17,0,2722.17
709365483,Blue,245,1,69,22/01/23,Week-4,Q1,2023,2788,1826,4437,67,0.655,Swipe ,Bills,887.4,0,2958.4
709366458,Blue,245,0,75,22/01/23,Week-4,Q1,2023,2227,1394,1972,41,0.626,Swipe ,Entertainment,256.36,0,1895.36
709367433,Blue,470,1,116,22/01/23,Week-4,Q1,2023,2109,1542,2261,56,0.731,Swipe ,Bills,633.08,0,2645.08
709368483,Blue,425,0,172,22/01/23,Week-4,Q1,2023,1438.3,0,4323,77,0,Swipe ,Fuel,259.38,0,684.38
709372608,Blue,100,1,115,22/01/23,Week-4,Q1,2023,23457,2517,7370,96,0.107,Swipe ,Bills,1474,0,4091
709373883,Silver,125,1,50,22/01/23,Week-4,Q1,2023,19055,2517,15091,124,0.132,Swipe ,Bills,1358.19,0,4000.19
709375158,Blue,295,1,117,22/01/23,Week-4,Q1,2023,7270,1835,3759,69,0.252,Swipe ,Bills,375.9,0,2505.9
709376508,Blue,270,1,120,22/01/23,Week-4,Q1,2023,3846,1285,1815,47,0.334,Swipe ,Fuel,326.7,0,1881.7
709379283,Blue,360,1,50,22/01/23,Week-4,Q1,2023,13003,0,1697,40,0,Swipe ,Fuel,186.67,0,546.67
709380333,Blue,150,1,139,22/01/23,Week-4,Q1,2023,24545,1735,1671,45,0.071,Swipe ,Bills,334.2,0,2219.2
709381383,Blue,175,1,93,22/01/23,Week-4,Q1,2023,2952,2517,3830,77,0.853,Swipe ,Fuel,689.4,0,3381.4
709382958,Blue,125,1,67,22/01/23,Week-4,Q1,2023,2894,2077,1017,25,0.718,Swipe ,Bills,193.23,0,2395.23
709383933,Blue,430,1,113,22/01/23,Week-4,Q1,2023,4246,2517,8102,66,0.593,Chip ,Entertainment,2268.56,0,5215.56
709385133,Blue,200,1,103,22/01/23,Week-4,Q1,2023,14828,1513,15572,113,0.102,Chip ,Travel,3425.84,0,5138.84
709388058,Blue,380,1,67,22/01/23,Week-4,Q1,2023,2005,1263,4906,80,0.63,Swipe ,Fuel,784.96,0,2427.96
709389558,Blue,300,1,71,22/01/23,Week-4,Q1,2023,1438.3,0,4641,85,0,Swipe ,Fuel,556.92,0,856.92
709397508,Gold,300,1,111,22/01/23,Week-4,Q1,2023,8624,1709,15738,111,0.198,Swipe ,Entertainment,3619.74,0,5628.74
709398708,Gold,350,1,85,22/01/23,Week-4,Q1,2023,16268,2517,15925,124,0.155,Chip ,Fuel,4618.25,0,7485.25
709399908,Blue,460,1,109,22/01/23,Week-4,Q1,2023,7594,1442,15026,99,0.19,Chip ,Travel,1352.34,0,3254.34
709405758,Blue,465,1,79,22/01/23,Week-4,Q1,2023,1911,1217,1965,49,0.637,Swipe ,Grocery,176.85,0,1858.85
709406733,Blue,100,0,78,22/01/23,Week-4,Q1,2023,20434,1504,13280,106,0.074,Swipe ,Fuel,2390.4,0,3994.4
709407933,Silver,300,0,81,22/01/23,Week-4,Q1,2023,34516,1802,4544,80,0.052,Chip ,Bills,1181.44,0,3283.44
709408983,Blue,200,1,109,22/01/23,Week-4,Q1,2023,5256,889,5078,91,0.169,Swipe ,Grocery,812.48,0,1901.48
709410033,Blue,270,0,94,22/01/23,Week-4,Q1,2023,4731,831,14952,118,0.176,Swipe ,Food,1943.76,0,3044.76
709411383,Blue,150,0,84,22/01/23,Week-4,Q1,2023,2811,1630,4275,78,0.58,Swipe ,Fuel,384.75,0,2164.75
709413933,Blue,285,1,145,22/01/23,Week-4,Q1,2023,2381,651,1920,46,0.273,Swipe ,Grocery,345.6,0,1281.6
709415583,Blue,100,0,119,22/01/23,Week-4,Q1,2023,3967,1476,4490,66,0.372,Swipe ,Food,987.8,0,2563.8
709418508,Blue,360,0,150,22/01/23,Week-4,Q1,2023,7653,1693,7508,93,0.221,Swipe ,Entertainment,1801.92,0,3854.92
709422183,Blue,250,1,89,22/01/23,Week-4,Q1,2023,2203,1394,1788,45,0.633,Swipe ,Fuel,143.04,0,1787.04
709423158,Blue,220,1,116,22/01/23,Week-4,Q1,2023,1791,1337,3592,46,0.747,Swipe ,Bills,610.64,0,2167.64
709426608,Blue,375,1,110,22/01/23,Week-4,Q1,2023,5248,1816,2305,45,0.346,Swipe ,Entertainment,599.3,0,2790.3
709429533,Blue,250,1,92,22/01/23,Week-4,Q1,2023,2561,0,2047,41,0,Swipe ,Fuel,245.64,0,495.64
