Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score,Age_Group,Income_Group
710873583,44,F,5,Doctorate,Single,FL,91750,no,yes,no,cellular,Businessman,155870,2,40-49,High
710874933,53,F,1,Doctorate,Married,NJ,91750,no,yes,no,cellular,Blue-collar,22514,3,50-59,Low
710877108,59,F,2,High School,Married,CA,91750,no,yes,no,cellular,White-collar,52453,1,50-59,Mid
710878308,45,M,3,Graduate,Single,TX,91750,yes,yes,yes,cellular,Govt,102550,1,40-49,High
710879283,55,M,3,Graduate,Single,NY,91750,no,no,no,cellular,Businessman,57220,2,50-59,Mid
710881008,44,M,3,Uneducated,Single,NY,91750,yes,no,no,cellular,Govt,50766,1,40-49,Mid
710883483,43,M,3,High School,Married,NJ,91750,no,no,yes,telephone,Govt,73199,3,40-49,High
710884683,40,F,4,Graduate,Married,CA,91750,no,no,no,cellular,White-collar,45579,2,40-49,Mid
710888883,60,M,1,Uneducated,Married,NJ,91750,yes,no,no,cellular,White-collar,79755,3,60-69,High
710892408,35,F,1,High School,Unknown,TX,91750,no,no,yes,unknown,Selfemployeed,14975,1,30-39,Low
710893533,61,F,1,Unknown,Married,NY,91750,yes,no,yes,cellular,Selfemployeed,14975,2,60-69,Low
710895708,45,M,4,Graduate,Single,NY,91750,yes,no,no,cellular,Govt,107030,1,40-49,High
710897133,55,M,1,Graduate,Married,NJ,91750,no,no,no,cellular,Blue-collar,63909,3,50-59,Mid
710899833,44,F,2,Graduate,Unknown,NY,91750,no,no,yes,unknown,Selfemployeed,1250,1,40-49,Low
710903358,46,F,1,Graduate,Single,TX,91750,no,yes,no,cellular,Retirees,40886,2,40-49,Mid
710904708,50,F,1,Unknown,Single,TX,91750,no,yes,no,cellular,Businessman,196680,2,50-59,High
710905908,42,F,3,Graduate,Married,CA,91750,no,no,no,telephone,White-collar,18856,3,40-49,Low
710912733,54,M,2,Post-Graduate,Single,CA,91750,yes,no,no,cellular,Blue-collar,69894,1,50-59,Mid
710914158,38,M,2,Graduate,Single,TX,91750,no,yes,no,cellular,Govt,60709,1,30-39,Mid
710915358,44,F,4,Graduate,Married,NJ,91750,no,no,yes,unknown,White-collar,35673,1,40-49,Mid
710916408,49,F,3,Graduate,Married,NY,91750,no,yes,no,cellular,Selfemployeed,12150,3,40-49,Low
710923533,44,F,3,Unknown,Single,CA,90277,no,no,no,cellular,Businessman,219755,2,40-49,High
710924658,54,M,2,High School,Married,NY,91750,no,yes,no,cellular,White-collar,118755,1,50-59,High
710926383,63,M,1,Graduate,Single,FL,91750,yes,no,no,cellular,Selfemployeed,68254,2,60-69,Mid
710927733,27,F,0,Graduate,Single,CA,91750,no,yes,yes,cellular,Selfemployeed,14975,2,20-29,Low
710929233,37,M,2,Unknown,Single,FL,91750,no,no,no,cellular,Govt,55344,3,30-39,Mid
710930508,47,F,2,Uneducated,Single,TX,91750,no,no,no,unknown,Selfemployeed,12180,1,40-49,Low
710932683,50,F,4,Unknown,Married,FL,91750,no,no,no,telephone,White-collar,37709,2,50-59,Mid
710934033,47,F,1,Unknown,Single,CA,91750,no,no,no,cellular,Businessman,22858,1,40-49,Low
710937783,31,M,2,Unknown,Unknown,TX,91750,no,no,no,cellular,Businessman,97871,3,30-39,High
710939283,43,M,5,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,228657,1,40-49,High
710940183,51,F,1,Graduate,Married,NY,91750,yes,no,no,unknown,Selfemployeed,1250,3,50-59,Low
710942358,51,F,2,Graduate,Single,CA,91750,no,yes,no,cellular,White-collar,42610,1,50-59,Mid
710944608,47,F,1,Unknown,Single,TX,91750,yes,no,no,cellular,Selfemployeed,13530,1,40-49,Low
710947683,55,F,1,High School,Single,IL,91750,no,yes,no,cellular,Blue-collar,13647,2,50-59,Low
710951808,42,F,3,Graduate,Unknown,CA,91750,no,yes,no,cellular,Selfemployeed,14975,2,40-49,Low
710952933,54,F,1,Graduate,Married,TX,91750,no,no,no,unknown,Blue-collar,54316,2,50-59,Mid
710955633,42,F,2,Graduate,Single,CA,91750,no,yes,no,cellular,Selfemployeed,14219,2,40-49,Low
710958033,49,F,3,Post-Graduate,Married,NJ,91750,no,no,no,telephone,Govt,49631,3,40-49,Mid
710958933,51,M,3,Uneducated,Married,TX,91750,yes,yes,no,cellular,White-collar,82175,1,50-59,High
710962308,50,M,3,Graduate,Unknown,TX,91750,yes,yes,no,telephone,Govt,79812,2,50-59,High
710966433,51,F,2,Graduate,Single,NY,91750,yes,yes,no,cellular,Blue-collar,42195,2,50-59,Mid
710968008,38,M,2,Graduate,Single,FL,91750,no,no,no,cellular,Businessman,161541,3,30-39,High
710969433,29,M,0,High School,Single,NY,91750,yes,yes,yes,telephone,Blue-collar,54429,2,20-29,Mid
710971908,46,M,2,Graduate,Single,FL,91750,no,no,no,cellular,Selfemployeed,84458,3,40-49,High
710974308,48,M,5,Graduate,Married,TX,91750,no,no,no,cellular,Govt,39112,3,40-49,Mid
710975883,32,F,0,Uneducated,Married,CA,91750,no,no,no,cellular,Selfemployeed,14975,2,30-39,Low
710978058,47,M,2,High School,Unknown,NJ,91750,no,no,no,telephone,Govt,72644,2,40-49,High
710979033,54,F,0,High School,Married,NJ,91750,no,no,no,cellular,Govt,34379,3,50-59,Low
710980383,36,M,4,Graduate,Single,FL,91750,yes,yes,yes,cellular,Blue-collar,100955,1,30-39,High
710981583,38,M,1,High School,Married,CA,91750,no,yes,no,cellular,Govt,94246,3,30-39,High
710982858,44,F,5,Graduate,Married,TX,91750,no,yes,no,cellular,Govt,32978,1,40-49,Low
710984133,39,M,2,Post-Graduate,Married,NY,91750,yes,yes,no,cellular,Businessman,72849,2,30-39,High
710986758,32,F,3,Post-Graduate,Married,TX,91750,no,no,no,cellular,Retirees,44556,3,30-39,Mid
710989008,39,F,1,Graduate,Married,NJ,91750,yes,no,no,unknown,Blue-collar,35480,2,30-39,Mid
710990283,46,F,3,Unknown,Unknown,NY,91750,no,no,no,unknown,Businessman,16747,2,40-49,Low
710997183,58,F,0,Unknown,Unknown,FL,91750,no,no,no,cellular,Blue-collar,13479,1,50-59,Low
711000933,43,F,3,Graduate,Married,TX,91750,no,no,no,cellular,Businessman,41075,2,40-49,Mid
711002058,52,M,0,Graduate,Single,CA,91750,yes,yes,no,cellular,White-collar,103714,1,50-59,High
711003483,43,F,4,High School,Married,CA,91007,yes,yes,no,telephone,Businessman,201176,1,40-49,High
711004533,51,M,2,High School,Married,FL,91750,yes,no,no,telephone,Businessman,60304,1,50-59,Mid
711005583,47,M,4,Uneducated,Married,NY,91750,no,no,yes,cellular,Businessman,93592,3,40-49,High
711006783,54,F,3,Graduate,Married,CA,91750,no,yes,no,unknown,Selfemployeed,9535,1,50-59,Low
711008508,37,M,3,Graduate,Married,NJ,91750,no,yes,no,cellular,Businessman,139871,3,30-39,High
711009708,53,F,0,High School,Single,TX,91750,no,no,no,cellular,Blue-collar,12202,2,50-59,Low
711010683,53,M,2,Graduate,Single,CA,91307,no,no,no,cellular,White-collar,122187,3,50-59,High
711011508,44,F,4,Graduate,Married,CA,91750,no,no,no,cellular,Blue-collar,59912,1,40-49,Mid
711012783,48,F,3,High School,Single,CA,91750,no,no,no,unknown,Selfemployeed,21068,2,40-49,Low
711013983,57,F,4,Doctorate,Married,MI,91750,yes,no,no,cellular,Selfemployeed,1250,2,50-59,Low
711017433,41,M,5,Graduate,Married,FL,91750,no,yes,no,cellular,Retirees,61280,3,40-49,Mid
711019308,52,F,5,Unknown,Single,NY,91750,no,yes,no,cellular,Selfemployeed,14975,3,50-59,Low
711020358,40,M,3,Unknown,Married,TX,91750,yes,no,yes,cellular,Businessman,62397,2,40-49,Mid
711023508,50,F,3,Uneducated,Unknown,CA,91750,yes,yes,yes,cellular,Selfemployeed,14975,2,50-59,Low
711027183,45,M,3,Graduate,Single,FL,91750,no,no,no,unknown,Businessman,86860,2,40-49,High
711028308,51,F,2,High School,Married,TX,91750,no,no,no,cellular,Blue-collar,14785,3,50-59,Low
711029358,51,M,2,Unknown,Single,CA,91750,no,yes,no,telephone,Govt,89861,3,50-59,High
711032058,42,F,4,Unknown,Single,TX,91750,no,yes,no,cellular,Selfemployeed,33381,3,40-49,Low
711033408,46,F,2,Unknown,Married,CA,91750,no,no,no,cellular,Selfemployeed,10399,3,40-49,Low
711039633,61,M,1,Graduate,Unknown,NY,91750,yes,no,no,telephone,Businessman,72661,3,60-69,High
711040758,42,F,3,Graduate,Married,CA,91750,no,no,no,cellular,Govt,34162,2,40-49,Low
711041508,41,F,3,Graduate,Married,CA,91750,yes,no,no,cellular,Govt,30945,2,40-49,Low
711043983,55,F,2,High School,Married,NJ,91750,yes,yes,no,telephone,Blue-collar,35844,3,50-59,Mid
711046383,39,F,3,Graduate,Single,TX,91750,no,no,no,unknown,Retirees,38584,3,30-39,Mid
711047658,30,M,0,Graduate,Married,NJ,91750,no,yes,no,cellular,Retirees,77774,2,30-39,High
711048783,38,F,2,Graduate,Married,NY,91750,yes,yes,no,cellular,Selfemployeed,12150,2,30-39,Low
711050058,44,F,4,High School,Unknown,FL,91750,no,yes,no,cellular,Selfemployeed,14975,2,40-49,Low
711052308,57,M,0,Doctorate,Married,FL,91750,no,no,no,cellular,Govt,63176,3,50-59,Mid
711061908,60,F,1,Uneducated,Single,CA,91750,no,yes,no,cellular,Retirees,48340,2,60-69,Mid
711062958,48,F,2,Unknown,Married,CA,91750,no,no,no,cellular,Businessman,37653,3,40-49,Mid
711064008,49,F,3,Post-Graduate,Married,FL,91750,yes,no,no,unknown,Selfemployeed,39370,3,40-49,Mid
711065133,37,F,2,High School,Single,CA,91750,yes,yes,no,unknown,Selfemployeed,21500,2,30-39,Low
711067383,57,F,2,Unknown,Married,TX,91750,no,yes,no,cellular,Blue-collar,52360,2,50-59,Mid
711069483,39,M,3,Graduate,Single,TX,91750,no,yes,no,cellular,Retirees,83299,2,30-39,High
711070683,23,M,3,Unknown,Unknown,TX,91750,no,no,yes,unknown,Businessman,145541,2,20-29,High
711076533,46,F,4,Graduate,Married,TX,91750,no,yes,yes,cellular,Businessman,37346,3,40-49,Mid
711079308,45,F,3,High School,Unknown,CA,91750,no,yes,no,cellular,White-collar,17730,2,40-49,Low
711080358,46,F,4,Graduate,Married,NY,91750,no,yes,no,cellular,Blue-collar,39954,2,40-49,Mid
711082908,53,M,1,Unknown,Married,FL,91750,no,no,no,cellular,Businessman,113871,2,50-59,High
711084183,50,M,3,Graduate,Single,TX,91750,no,yes,yes,telephone,Govt,112083,3,50-59,High
711089733,50,F,1,Unknown,Single,CA,91750,no,no,no,cellular,Selfemployeed,5525,2,50-59,Low
711092658,50,F,2,Uneducated,Single,NY,91750,no,no,no,unknown,Govt,33076,2,50-59,Low
711093408,42,M,5,Unknown,Married,CA,91750,no,no,no,cellular,Businessman,79526,2,40-49,High
711096633,45,M,4,High School,Single,MI,91750,yes,no,no,cellular,Businessman,115281,2,40-49,High
711099408,47,M,4,Uneducated,Married,CA,91750,no,no,no,cellular,Businessman,72981,2,40-49,High
711100608,50,F,1,Graduate,Single,CA,91750,yes,yes,no,cellular,White-collar,30012,3,50-59,Low
711102858,42,F,2,High School,Married,CA,91750,no,yes,no,cellular,Selfemployeed,14975,2,40-49,Low
711108408,36,M,0,High School,Married,NY,91750,no,no,no,cellular,Businessman,157703,2,30-39,High
711109908,42,F,3,Doctorate,Single,FL,91750,no,no,no,cellular,Govt,13289,2,40-49,Low
711110733,37,F,4,Unknown,Single,FL,91750,yes,yes,yes,cellular,Blue-collar,36639,3,30-39,Mid
711111633,35,F,1,Doctorate,Single,FL,91750,no,yes,no,cellular,White-collar,43526,2,30-39,Mid
711112683,44,F,2,High School,Single,CA,91750,no,no,no,cellular,Selfemployeed,14975,3,40-49,Low
711113958,48,F,2,Graduate,Single,CA,91750,no,yes,no,cellular,Selfemployeed,14975,3,40-49,Low
711116133,65,F,0,Uneducated,Single,CA,91750,no,no,no,cellular,Retirees,27953,3,60-69,Low
711117108,43,M,3,Post-Graduate,Single,CA,91750,no,no,no,cellular,White-collar,45237,2,40-49,Mid
711118083,32,M,0,Uneducated,Single,CA,91750,no,no,no,cellular,Selfemployeed,65672,2,30-39,Mid
711119358,49,F,3,Uneducated,Married,TX,91750,yes,yes,no,cellular,White-collar,27927,3,40-49,Low
711120333,40,F,4,Post-Graduate,Single,CA,91750,yes,no,no,cellular,Govt,56264,3,40-49,Mid
711122958,49,F,3,Unknown,Married,NY,91750,no,yes,no,cellular,Retirees,21570,3,40-49,Low
711125358,50,M,0,Unknown,Married,CA,91750,yes,yes,no,cellular,Retirees,79016,2,50-59,High
711126483,38,M,1,Graduate,Married,CA,91750,yes,no,no,cellular,Businessman,94255,2,30-39,High
711128433,34,M,2,Graduate,Married,NY,91750,no,no,no,cellular,Blue-collar,106491,2,30-39,High
711129483,45,M,2,Graduate,Single,NY,91750,no,no,no,cellular,Blue-collar,37504,2,40-49,Mid
711131958,47,M,1,Post-Graduate,Single,NY,91750,no,no,no,cellular,White-collar,71398,2,40-49,High
711136008,35,M,3,Post-Graduate,Unknown,FL,91750,no,yes,no,cellular,Govt,105785,2,30-39,High
711142308,54,F,2,Graduate,Married,NY,91750,no,no,no,unknown,Govt,29988,2,50-59,Low
711144183,43,F,1,Graduate,Single,CA,91750,yes,no,no,telephone,Govt,30856,2,40-49,Low
711145008,31,F,1,Post-Graduate,Single,TX,91750,yes,no,no,cellular,Selfemployeed,11925,2,30-39,Low
711146358,26,F,0,Post-Graduate,Single,FL,91750,no,yes,no,cellular,Blue-collar,15309,2,20-29,Low
711147483,41,F,3,High School,Married,NY,91750,no,yes,no,unknown,Selfemployeed,6550,2,40-49,Low
711148308,47,F,3,Graduate,Married,NY,91750,yes,no,no,cellular,Blue-collar,52556,2,40-49,Mid
711149133,45,M,3,High School,Unknown,TX,91750,yes,no,no,cellular,White-collar,116604,3,40-49,High
711150333,36,F,1,Graduate,Married,TX,91750,yes,yes,yes,cellular,Govt,33043,3,30-39,Low
711151383,64,F,0,Graduate,Single,FL,91750,yes,yes,no,unknown,Businessman,22680,2,60-69,Low
711152658,54,M,0,High School,Married,NY,91750,no,yes,yes,unknown,Selfemployeed,102257,3,50-59,High
711153783,37,M,1,Graduate,Single,CA,91750,no,no,no,cellular,White-collar,52547,2,30-39,Mid
711154908,40,M,1,Graduate,Married,CT,91750,yes,yes,no,cellular,Govt,57670,2,40-49,Mid
711156858,57,M,2,Uneducated,Single,NY,91750,yes,yes,no,cellular,Govt,119134,2,50-59,High
711157833,50,F,4,Doctorate,Single,CA,91750,no,no,no,cellular,Selfemployeed,14975,2,50-59,Low
711159108,36,F,0,Graduate,Unknown,TX,91750,yes,yes,yes,unknown,Selfemployeed,5225,2,30-39,Low
711160233,47,F,2,Uneducated,Single,TX,91750,yes,yes,no,cellular,Businessman,173452,3,40-49,High
711161133,40,M,5,Unknown,Unknown,FL,91750,no,yes,yes,cellular,White-collar,118623,3,40-49,High
711164508,44,F,3,Graduate,Single,TX,91750,yes,yes,no,cellular,Retirees,45711,1,40-49,Mid
711167808,51,M,1,High School,Single,TX,91750,no,yes,no,telephone,White-collar,78985,3,50-59,High
711173058,47,F,3,High School,Married,CA,91750,yes,yes,no,unknown,Blue-collar,13373,3,40-49,Low
711173883,46,F,4,High School,Single,NJ,91750,no,no,no,telephone,Selfemployeed,28932,2,40-49,Low
711175083,37,F,2,Unknown,Married,FL,91750,yes,yes,no,cellular,Selfemployeed,34142,3,30-39,Low
711176133,33,F,3,High School,Married,FL,91750,no,yes,no,cellular,Selfemployeed,36712,2,30-39,Mid
711178383,45,F,4,Graduate,Married,CA,91750,no,no,no,cellular,White-collar,51779,3,40-49,Mid
711181608,39,F,2,High School,Single,IA,91750,no,yes,no,cellular,Govt,51116,3,30-39,Mid
711183558,51,M,2,Uneducated,Married,TX,91750,no,yes,no,cellular,Blue-collar,115554,2,50-59,High
711184983,41,F,2,Graduate,Married,TX,91750,no,yes,no,cellular,White-collar,43433,2,40-49,Mid
711190233,43,M,5,Graduate,Single,MN,91750,yes,no,no,cellular,White-collar,142301,2,40-49,High
711191808,55,F,2,Graduate,Single,NY,91750,yes,no,yes,cellular,Govt,55458,1,50-59,Mid
711195558,53,F,4,Graduate,Married,FL,91750,no,yes,no,cellular,Selfemployeed,11500,3,50-59,Low
711196458,45,F,2,Graduate,Married,TX,91750,no,yes,no,unknown,Selfemployeed,17895,2,40-49,Low
711197658,37,M,1,High School,Married,FL,91750,no,yes,no,cellular,Selfemployeed,53376,1,30-39,Mid
711199008,43,F,4,Uneducated,Married,NY,91750,yes,no,no,cellular,Selfemployeed,26729,3,40-49,Low
711199908,44,F,3,Uneducated,Single,FL,91750,yes,no,no,cellular,Selfemployeed,34447,2,40-49,Low
711201108,43,F,2,Uneducated,Married,NY,91750,yes,yes,no,cellular,Govt,24880,2,40-49,Low
711203658,44,M,4,Doctorate,Married,NY,91750,no,yes,no,unknown,Govt,107563,3,40-49,High
711204483,59,F,2,High School,Married,FL,91750,no,yes,no,cellular,Selfemployeed,2565,3,50-59,Low
711205758,46,F,4,Graduate,Married,NJ,91750,yes,yes,no,cellular,Selfemployeed,29350,2,40-49,Low
711206958,39,F,2,Graduate,Married,NY,91750,no,no,no,cellular,Govt,52268,1,30-39,Mid
711208083,59,M,0,Graduate,Married,FL,91750,no,no,yes,cellular,Retirees,63288,1,50-59,Mid
711210633,46,M,2,Doctorate,Married,FL,91750,no,no,no,unknown,White-collar,110496,3,40-49,High
711213108,45,F,2,High School,Married,FL,91750,yes,no,no,cellular,White-collar,25167,2,40-49,Low
711216933,46,M,2,Post-Graduate,Married,NY,91750,no,yes,no,cellular,Govt,90587,2,40-49,High
711219333,64,M,0,Unknown,Married,NY,91750,yes,no,yes,cellular,Retirees,24624,2,60-69,Low
711220683,60,F,0,Doctorate,Married,NJ,91750,yes,no,no,unknown,Selfemployeed,35881,3,60-69,Mid
711221958,38,F,0,Unknown,Married,CA,91750,no,yes,no,cellular,Businessman,31161,2,30-39,Low
711224733,38,F,4,Graduate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,1250,2,30-39,Low
711225933,44,F,3,Uneducated,Single,CA,91750,no,no,no,cellular,Govt,25262,3,40-49,Low
711226758,57,F,3,High School,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,20351,2,50-59,Low
711227883,56,F,2,Graduate,Married,CA,90201,no,no,no,unknown,Businessman,223521,3,50-59,High
711231558,34,F,3,Uneducated,Single,TX,91750,no,yes,no,cellular,Retirees,18413,1,30-39,Low
711232608,45,F,2,Post-Graduate,Single,CA,91750,no,no,no,cellular,White-collar,23933,2,40-49,Low
711234783,55,F,3,Graduate,Married,FL,91750,no,yes,no,unknown,Selfemployeed,30898,2,50-59,Low
711237633,38,F,4,Graduate,Single,CA,91750,no,yes,yes,unknown,Selfemployeed,25749,2,30-39,Low
711238908,53,M,0,Graduate,Single,TX,91750,no,yes,no,unknown,Businessman,93119,1,50-59,High
711240108,44,M,3,Graduate,Married,CA,91750,no,no,no,cellular,White-collar,78822,2,40-49,High
711242058,49,F,2,Unknown,Single,CA,91750,no,no,no,cellular,Selfemployeed,1250,1,40-49,Low
711243108,34,F,2,Graduate,Single,TX,91750,no,yes,no,cellular,Govt,43308,1,30-39,Mid
711245433,32,F,1,Graduate,Married,TX,91750,no,yes,no,unknown,Businessman,24806,2,30-39,Low
711249858,49,F,3,Graduate,Single,TX,91750,no,no,yes,unknown,Selfemployeed,36309,3,40-49,Mid
711251133,38,F,2,Graduate,Married,FL,91750,no,yes,no,cellular,White-collar,34099,3,30-39,Low
711252258,36,F,3,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,51831,3,30-39,Mid
711253383,50,F,2,Uneducated,Married,NY,91750,yes,yes,no,unknown,Govt,27610,2,50-59,Low
711255858,41,F,4,Graduate,Married,CA,91750,yes,yes,no,telephone,Govt,51553,3,40-49,Mid
711256908,43,F,1,High School,Married,NY,91750,no,no,no,cellular,Selfemployeed,40554,3,40-49,Mid
711258108,43,F,2,Graduate,Married,TX,91750,no,no,no,telephone,Blue-collar,13600,3,40-49,Low
711263058,37,M,2,High School,Single,NY,91750,yes,no,yes,cellular,Selfemployeed,73173,1,30-39,High
711264033,49,M,2,Unknown,Single,NJ,91750,no,yes,no,cellular,Businessman,88133,3,40-49,High
711267633,26,M,0,Graduate,Single,FL,91750,yes,no,no,cellular,Businessman,24567,2,20-29,Low
711272058,55,F,1,High School,Married,NY,91750,no,yes,no,cellular,Blue-collar,53894,3,50-59,Mid
711274458,47,F,4,Graduate,Single,CA,91750,yes,yes,yes,cellular,White-collar,28282,3,40-49,Low
711275433,52,F,3,High School,Married,FL,91750,no,no,no,cellular,Selfemployeed,20285,2,50-59,Low
711276933,45,M,3,High School,Unknown,FL,91750,yes,yes,no,unknown,Blue-collar,81243,2,40-49,High
711278283,37,M,2,High School,Married,FL,91750,yes,yes,no,cellular,Govt,74771,3,30-39,High
711283008,42,F,3,Unknown,Single,FL,91750,yes,no,no,cellular,Businessman,228087,2,40-49,High
711285633,39,F,1,Graduate,Married,CA,91750,yes,yes,no,cellular,White-collar,36257,2,30-39,Mid
711286533,50,M,3,Graduate,Single,NJ,91750,no,no,no,cellular,White-collar,91988,2,50-59,High
711287733,36,M,2,High School,Single,MO,91750,no,no,no,cellular,White-collar,43744,2,30-39,Mid
711288558,56,M,4,High School,Married,FL,91750,yes,yes,no,cellular,Blue-collar,73553,3,50-59,High
711289533,35,M,2,High School,Single,NJ,91750,no,no,no,cellular,White-collar,150458,2,30-39,High
711291558,51,F,2,Doctorate,Single,TX,91750,no,yes,no,cellular,White-collar,31052,2,50-59,Low
711294258,43,M,3,Unknown,Unknown,CA,91750,no,no,no,cellular,Blue-collar,78077,2,40-49,High
711296508,45,M,5,High School,Unknown,NJ,91750,no,yes,no,cellular,Selfemployeed,77929,2,40-49,High
711297483,46,F,2,Graduate,Single,TX,91750,no,no,no,cellular,Selfemployeed,14975,2,40-49,Low
711298458,46,M,3,Uneducated,Married,CA,91750,no,no,no,cellular,Blue-collar,25883,2,40-49,Low
711302883,42,F,3,High School,Married,NY,91750,yes,yes,no,cellular,Govt,53162,3,40-49,Mid
711305208,48,M,4,Post-Graduate,Unknown,CA,91750,yes,yes,no,cellular,Blue-collar,58949,2,40-49,Mid
711309033,32,M,0,High School,Married,UT,91750,no,yes,yes,cellular,Businessman,40057,3,30-39,Mid
711310908,47,F,2,Graduate,Single,NY,91750,yes,no,no,cellular,Govt,29562,2,40-49,Low
711311883,42,F,2,Graduate,Married,TX,91750,no,yes,yes,cellular,Blue-collar,36149,2,40-49,Mid
711313158,39,M,1,Unknown,Single,NY,91750,no,yes,no,cellular,Selfemployeed,87802,2,30-39,High
711314058,46,F,3,Doctorate,Single,IL,91750,yes,no,yes,cellular,Selfemployeed,14975,2,40-49,Low
711315783,43,F,3,Graduate,Single,TX,91750,yes,yes,no,unknown,Govt,22764,3,40-49,Low
711318033,45,F,4,Post-Graduate,Unknown,NY,91750,no,no,no,unknown,Selfemployeed,11547,3,40-49,Low
711320508,49,F,4,High School,Married,CA,91750,no,no,no,cellular,Retirees,15327,2,40-49,Low
711323283,48,M,3,High School,Unknown,NY,91750,yes,no,no,telephone,Selfemployeed,32284,2,40-49,Low
711325308,56,M,2,Uneducated,Married,FL,91750,no,no,no,cellular,Businessman,81802,2,50-59,High
711326583,43,F,4,Graduate,Single,CA,91750,no,yes,no,cellular,White-collar,56110,2,40-49,Mid
711327558,50,F,3,Graduate,Married,CA,91750,no,no,no,telephone,Selfemployeed,14975,2,50-59,Low
711328458,52,M,1,Unknown,Married,CA,90025,no,no,no,cellular,White-collar,148468,2,50-59,High
711329658,39,F,3,Graduate,Single,TX,91750,no,no,no,cellular,Retirees,18595,3,30-39,Low
711330408,46,F,2,High School,Single,FL,91750,no,no,no,cellular,White-collar,21221,3,40-49,Low
711332883,45,M,3,Doctorate,Single,FL,91750,no,no,no,cellular,Selfemployeed,97454,2,40-49,High
711333933,52,M,0,High School,Single,NY,91750,no,yes,no,cellular,White-collar,69659,2,50-59,Mid
711334983,47,F,4,High School,Married,NY,91750,no,yes,no,cellular,Blue-collar,21208,2,40-49,Low
711336033,52,F,3,Uneducated,Unknown,TX,91750,no,yes,no,cellular,Businessman,49717,3,50-59,Mid
711337158,32,M,0,Graduate,Single,FL,91750,yes,no,no,cellular,Blue-collar,77729,2,30-39,High
711338058,43,M,1,Unknown,Married,CA,91750,no,no,no,cellular,Businessman,81256,2,40-49,High
711339258,46,M,4,Graduate,Single,NY,91750,no,yes,no,cellular,Businessman,112442,3,40-49,High
711340233,55,F,2,Graduate,Single,NY,91750,yes,no,no,cellular,Blue-collar,39523,2,50-59,Mid
711341433,41,F,4,Graduate,Single,FL,91750,no,yes,no,cellular,Blue-collar,44776,2,40-49,Mid
711342483,47,M,3,High School,Married,FL,91750,yes,yes,no,cellular,Businessman,44708,3,40-49,Mid
711343233,46,M,2,Unknown,Married,FL,91750,no,yes,no,cellular,Govt,68355,2,40-49,Mid
711345258,35,M,1,Graduate,Single,VA,91750,no,no,no,cellular,Retirees,76655,2,30-39,High
711346383,65,M,1,Unknown,Single,NY,91750,no,yes,no,cellular,Govt,32633,2,60-69,Low
711348033,50,F,1,Uneducated,Married,CA,90670,no,no,no,cellular,Businessman,230955,3,50-59,High
711349083,46,F,3,Graduate,Single,NJ,91750,no,no,no,cellular,White-collar,33941,3,40-49,Low
711350133,53,M,4,High School,Married,FL,91750,no,yes,no,cellular,Blue-collar,89182,2,50-59,High
711351108,40,M,4,Post-Graduate,Married,NY,91750,no,no,yes,cellular,Retirees,73577,2,40-49,High
711355908,41,M,3,Graduate,Married,FL,91750,yes,no,no,cellular,White-collar,119527,2,40-49,High
711356733,47,M,1,Graduate,Married,NY,91750,no,yes,yes,cellular,Blue-collar,73475,3,40-49,High
711357858,45,F,3,High School,Married,TX,91750,no,yes,no,unknown,Selfemployeed,2565,2,40-49,Low
711359058,41,M,3,Uneducated,Married,CA,91750,no,no,no,cellular,White-collar,71479,3,40-49,High
711360783,43,M,3,Graduate,Married,NY,91750,yes,no,no,cellular,Businessman,213821,2,40-49,High
711363258,57,M,2,High School,Married,AK,99504,no,no,no,cellular,Retirees,73932,2,50-59,High
711364233,41,M,5,Graduate,Married,TX,91750,no,no,no,cellular,Businessman,117221,3,40-49,High
711365133,58,M,4,Graduate,Single,CA,91750,no,yes,no,cellular,Businessman,93041,2,50-59,High
711367308,54,F,0,Graduate,Married,CA,91750,yes,no,no,cellular,White-collar,30769,2,50-59,Low
711368283,47,F,3,Graduate,Single,NY,91750,no,no,no,cellular,Govt,37520,2,40-49,Mid
711370458,42,M,2,Doctorate,Married,CA,91750,no,no,no,cellular,Blue-collar,106317,3,40-49,High
711371208,40,M,4,Graduate,Married,NY,91750,yes,no,no,cellular,White-collar,65021,2,40-49,Mid
711372258,40,F,4,Graduate,Married,NY,91750,no,no,no,unknown,White-collar,33348,2,40-49,Low
711374283,26,F,0,Graduate,Married,CA,91750,yes,no,no,cellular,Selfemployeed,13556,2,20-29,Low
711375558,56,M,3,Unknown,Married,NJ,91750,yes,no,no,cellular,Blue-collar,67833,3,50-59,Mid
711377808,47,F,4,High School,Single,MA,91750,yes,no,no,cellular,Businessman,59117,2,40-49,Mid
711379083,52,M,3,High School,Single,CA,91750,no,yes,no,cellular,White-collar,93966,2,50-59,High
711381183,38,M,2,High School,Married,FL,91750,no,yes,no,cellular,Selfemployeed,64766,2,30-39,Mid
711382458,62,F,1,Unknown,Single,FL,91750,no,no,no,telephone,Govt,26459,3,60-69,Low
